dt,weather,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,wind.gust,rain.1h,snow.1h
1747353600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",282.46,281.72,1029,85,281.8,285.3,1.79,360,9,,,
1747357200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.74,280.89,1029,89,281.25,284.59,1.79,320,10,,,
1747360800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.68,280.82,1029,90,280.14,281.97,1.79,360,10,,,
1747364400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.55,281.55,1028,91,281.14,283.48,0.37,93,9,0.88,,
1747368000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.81,279.41,1029,92,280.51,281.42,2.24,80,8,,,
1747371600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",280.9,278.61,1029,93,280.51,282.92,3.58,80,8,,,
1747375200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",282.78,282.0,1029,94,282.18,284.04,1.9,70,8,3.4,,
1747378800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",285.09,284.69,1029,90,284.03,286.07,3.58,70,7,,,
1747382400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",286.42,285.94,1030,82,285.14,287.73,0.45,346,7,1.79,,
1747386000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",286.59,286.18,1029,84,285.69,287.25,1.34,89,7,4.02,,
1747389600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",287.42,286.81,1030,73,286.26,287.8,4.47,60,6,,,
1747393200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",287.37,286.78,1030,74,286.81,287.53,4.47,60,6,,,
1747396800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.48,287.97,1029,73,287.37,288.64,1.34,45,6,3.13,,
1747400400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.73,288.2,1029,71,287.37,289.2,1.34,25,0,2.68,,
1747404000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",290.24,289.65,1029,63,288.48,291.25,0.89,63,0,4.47,,
1747407600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",290.95,290.27,1029,57,288.48,291.8,0.89,94,0,2.68,,
1747411200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",291.07,290.14,1028,47,291.07,291.42,0.89,327,0,1.79,,
1747414800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",290.82,289.9,1028,48,290.82,290.82,1.97,72,0,2.61,,
1747418400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",290.05,288.79,1027,38,290.05,290.05,1.28,65,0,2.05,,
1747422000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.87,287.75,1028,48,288.87,288.87,0.99,40,1,1.08,,
1747425600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.08,286.52,1027,34,286.81,288.08,0.76,47,2,0.94,,
1747429200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",285.56,284.34,1028,57,285.14,285.86,0.29,110,1,0.78,,
1747432800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",284.09,282.86,1028,62,283.47,284.47,0.35,231,1,0.91,,
1747436400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",283.03,282.38,1028,65,281.8,283.64,1.79,330,1,,,
1747440000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",282.14,282.14,1028,69,281.25,283.08,0.54,279,0,1.1,,
1747443600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.8,281.8,1027,73,281.62,284.2,0.68,355,0,1.11,,
1747447200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.69,281.69,1027,75,280.69,283.64,0.83,348,0,1.55,,
1747450800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.03,281.03,1026,79,280.14,281.97,0.94,6,0,1.72,,
1747454400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.5,277.89,1026,83,279.96,281.42,4.02,30,0,,,
1747458000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",280.56,279.92,1026,87,279.58,281.97,1.44,41,0,2.47,,
1747461600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",284.56,283.98,1026,85,284.47,285.86,1.46,42,0,4.1,,
1747465200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",284.75,284.26,1026,88,284.03,287.92,3.58,30,0,,,
1747468800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.71,288.33,1026,77,287.91,289.2,3.58,30,0,,,
1747472400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.7,288.19,1026,72,287.92,289.58,4.47,70,0,,,
1747476000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.86,288.39,1026,73,288.47,290.14,4.47,70,0,,,
1747479600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.61,287.96,1026,67,288.36,289.03,4.47,50,0,,,
1747483200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.85,288.28,1026,69,287.92,289.03,5.81,70,0,11.18,,
1747486800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.85,288.28,1025,69,287.37,289.03,5.81,70,0,11.18,,
1747490400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.48,288.03,1025,75,287.92,288.64,0.89,84,0,4.02,,
1747494000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.85,288.28,1025,69,287.92,289.03,6.71,60,0,,,
1747497600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",289.35,288.78,1024,67,287.92,290.03,6.71,60,0,,,
1747501200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",289.41,288.81,1024,66,289.03,289.47,4.47,60,0,,,
1747504800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.93,288.31,1023,67,287.37,289.47,4.02,60,0,,,
1747508400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.09,287.42,1023,68,287.37,288.47,2.68,60,0,,,
1747512000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",285.86,285.22,1023,78,285.86,286.81,1.36,64,0,1.53,,
1747515600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",284.74,283.97,1024,77,284.03,286.26,2.68,40,0,,,
1747519200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",284.76,284.17,1024,84,283.47,285.51,2.68,30,2,,,
1747522800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",284.37,283.77,1025,85,283.64,286.26,1.79,40,3,,,
1747526400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",283.4,282.73,1024,86,282.36,286.26,0.4,117,4,0.75,,
1747530000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",283.02,283.02,1024,90,281.8,283.64,0.26,74,8,1.02,,
1747533600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",282.4,282.4,1024,89,281.25,285.7,0.33,21,20,1.08,,
1747537200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",281.92,281.92,1023,91,280.69,284.75,0.11,338,19,1.06,,
1747540800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",281.63,281.63,1023,93,281.07,284.19,0.34,64,15,0.91,,
1747544400,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",281.58,279.99,1023,92,281.07,284.75,2.68,360,13,,,
1747548000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",283.61,283.09,1022,91,282.73,286.81,3.58,30,12,,,
1747551600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",287.33,287.02,1023,85,286.07,288.64,4.02,40,24,,,
1747555200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",289.14,288.7,1023,73,288.47,289.47,4.02,70,47,,,
1747558800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",289.23,288.83,1023,74,289.03,289.47,4.02,50,63,,,
1747562400,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",288.85,288.38,1023,73,287.92,289.03,4.02,50,74,,,
1747566000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",288.8,288.35,1023,74,287.92,288.92,1.34,68,75,4.47,,
1747569600,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",289.04,288.59,1022,73,287.92,289.2,1.79,76,66,4.47,,
1747573200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",289.35,288.98,1022,75,286.81,289.47,1.79,99,2,3.58,,
1747576800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",289.11,288.69,1022,74,287.37,289.47,1.34,360,1,3.58,,
1747580400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",288.8,288.38,1022,75,288.48,288.92,0.89,71,1,3.58,,
1747584000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",290.38,289.88,1021,66,289.75,290.51,1.34,98,0,4.02,,
1747587600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",290.48,289.91,1021,63,290.14,290.51,4.92,60,1,,,
1747591200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",289.69,289.1,1021,65,287.92,289.96,5.36,50,0,,,
1747594800,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",289.13,288.48,1020,65,287.92,289.2,2.68,90,100,,,
1747598400,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",287.64,286.87,1020,66,287.36,288.08,1.79,90,100,,,
1747602000,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",285.88,285.11,1020,73,285.14,286.42,0.74,159,96,0.81,,
1747605600,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",285.33,284.59,1021,76,284.96,285.86,0.66,170,96,1.06,,
1747609200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",284.4,283.64,1020,79,283.47,285.7,1.03,250,0,,,
1747612800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",283.78,283.04,1021,82,282.91,284.75,2.06,190,0,,,
1747616400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",283.19,282.39,1021,82,281.8,284.59,1.03,120,0,,,
1747620000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",282.37,281.0,1020,85,281.25,284.59,2.57,170,20,,,
1747623600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",281.79,279.97,1020,88,280.69,284.04,3.09,70,20,,,
1747627200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",282.17,280.43,1020,91,281.25,283.48,3.09,80,20,,,
1747630800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",283.51,282.95,1021,90,282.53,284.19,5.14,80,40,,,
1747634400,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",284.2,283.66,1021,88,283.47,285.03,4.63,90,40,,,
1747638000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",284.58,284.0,1021,85,284.03,285.15,6.17,90,75,,,
1747641600,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",285.11,284.48,1022,81,284.59,285.68,7.72,80,75,,,
1747645200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",285.47,284.85,1022,80,284.75,286.14,6.71,90,75,,,
1747648800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",285.16,284.48,1023,79,284.03,286.07,6.69,80,75,,,
1747652400,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",285.34,284.55,1023,74,284.59,285.58,6.17,90,75,,,
1747656000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",286.1,285.25,1023,69,285.68,286.51,7.2,80,75,,,
1747659600,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",286.07,285.27,1023,71,285.86,286.81,5.81,80,46,,,
1747663200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",286.55,285.67,1022,66,285.86,287.25,5.36,70,40,,,
1747666800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",286.81,285.98,1022,67,285.86,287.36,5.81,90,39,,,
1747670400,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",287.52,286.63,1022,62,286.26,287.8,4.02,100,29,,,
1747674000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",287.32,286.46,1022,64,286.25,287.8,2.68,80,21,,,
1747677600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",287.04,286.21,1022,66,286.25,287.25,3.58,80,16,,,
1747681200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",285.95,285.06,1022,68,284.59,286.62,2.68,90,0,,,
1747684800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",284.4,283.49,1022,73,283.48,285.03,2.68,90,5,,,
1747688400,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",283.26,282.31,1022,76,281.97,283.85,1.09,53,38,1.29,,
1747692000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",282.11,282.11,1022,80,281.25,282.73,1.09,63,56,1.41,,
1747695600,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",280.98,280.98,1022,83,280.69,281.81,0.76,104,68,1.04,,
1747699200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",280.89,280.89,1022,86,280.51,281.42,0.81,166,75,1.02,,
1747702800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",282.18,282.18,1022,86,280.86,283.48,1.3,190,80,1.06,,
1747706400,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",283.13,283.13,1022,84,281.26,283.85,1.23,208,83,1.13,,
1747710000,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",283.3,282.54,1022,83,280.7,283.92,0.8,220,86,0.8,,
1747713600,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",283.74,283.0,1022,82,282.52,283.92,0.46,218,89,0.81,,
1747717200,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",283.93,283.26,1022,84,281.81,284.4,0.36,214,91,0.7,,
1747720800,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",284.85,284.24,1022,83,283.47,285.86,0.4,274,93,0.45,,
1747724400,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",286.0,285.48,1023,82,284.03,286.69,0.52,338,100,0.33,,
1747728000,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",286.87,286.41,1023,81,286.42,287.92,0.45,59,89,1.79,,
1747731600,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",288.35,287.83,1022,73,287.53,288.92,1.12,108,92,1.89,,
1747735200,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",288.41,287.85,1022,71,287.36,288.92,0.89,69,94,3.58,,
1747738800,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",288.61,288.07,1023,71,287.36,289.58,2.24,130,95,,,
1747742400,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",288.22,287.64,1022,71,287.53,289.03,2.68,130,96,,,
1747746000,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",288.9,288.46,1021,74,287.92,289.2,3.58,100,100,,,
1747749600,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",288.92,288.38,1022,70,287.52,290.69,3.58,100,100,,0.6,
1747753200,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",287.63,287.17,1021,78,286.41,288.85,0.89,216,100,1.79,2.62,
1747756800,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",287.46,287.04,1021,80,286.69,288.29,4.02,140,100,,5.62,
1747760400,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",286.25,285.78,1021,83,285.58,287.36,4.02,140,100,,6.38,
1747764000,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",284.67,284.15,1021,87,284.03,285.86,2.06,250,75,,7.29,
1747767600,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",284.61,284.11,1020,88,283.68,285.86,2.57,220,75,,,
1747771200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",284.6,284.15,1020,90,284.2,285.15,2.57,190,75,,,
1747774800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",283.98,283.49,1021,91,283.51,284.75,3.6,280,75,,,
1747778400,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",284.15,283.68,1021,91,283.51,284.75,2.57,260,75,,,
1747782000,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",284.21,283.75,1021,91,283.47,284.96,2.57,280,75,,3.99,
1747785600,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",284.13,283.71,1020,93,283.47,284.96,4.12,270,75,,2.73,
1747789200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",283.89,283.45,1020,93,283.48,284.4,2.57,260,75,,,
1747792800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",283.75,283.29,1020,93,283.51,284.04,2.57,250,75,,,
1747796400,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",283.04,281.48,1019,93,282.36,284.04,3.09,270,40,,,
1747800000,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",282.5,280.83,1019,94,281.68,283.48,3.09,220,40,,,
1747803600,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",282.45,280.49,1019,95,280.68,283.08,3.6,280,40,,,
1747807200,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",283.24,282.81,1020,96,281.25,283.85,4.63,270,75,,,
1747810800,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",284.29,283.97,1020,96,282.51,284.75,4.63,270,75,,,
1747814400,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",285.12,284.8,1020,93,283.68,285.51,3.6,250,75,,,
1747818000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",286.47,286.13,1020,87,285.14,288.64,4.12,270,20,,,
1747821600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",288.07,287.76,1020,82,286.68,288.36,4.63,280,20,,,
1747825200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",289.79,289.31,1020,69,288.68,290.03,4.63,300,20,,,
1747828800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",291.14,290.72,1020,66,290.68,291.51,4.63,300,20,,,
1747832400,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",292.78,292.29,1020,57,291.68,293.36,4.12,310,20,,,
1747836000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",293.19,292.74,1020,57,292.8,293.68,4.63,350,20,,,
1747839600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",293.86,293.42,1020,55,292.53,294.96,3.09,330,20,,,
1747843200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",293.39,292.88,1019,54,292.53,293.92,3.6,330,20,,,
1747846800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",293.22,292.64,1019,52,291.26,293.51,4.12,80,20,,,
1747850400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",293.53,292.98,1019,52,293.29,294.68,3.09,310,0,,,
1747854000,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",291.96,291.31,1019,54,290.3,292.51,1.54,0,0,,,
1747857600,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",291.37,290.68,1020,55,289.04,292.51,1.03,0,0,,,
1747861200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",287.46,286.46,1020,58,287.36,288.08,3.6,320,0,,,
1747864800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",285.55,284.7,1020,71,284.51,287.92,5.14,320,0,,,
1747868400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",284.36,283.42,1020,72,283.68,285.86,5.14,310,0,,,
1747872000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",282.47,280.26,1020,81,282.36,284.75,4.12,300,20,,,
1747875600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",282.49,281.14,1020,84,280.68,284.59,2.57,270,20,,,
1747879200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",281.79,279.68,1020,91,279.68,283.08,3.6,260,20,,,
1747882800,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",281.5,278.62,1020,92,280.14,282.53,5.14,290,0,,,
1747886400,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.4,277.24,1020,93,280.14,281.97,5.14,270,0,,,
1747890000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",282.18,279.68,1020,91,280.14,282.8,4.63,260,20,,,
1747893600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",283.22,282.61,1021,89,281.25,283.85,5.14,270,20,,,
1747897200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",284.36,283.78,1021,86,282.36,284.96,4.92,270,20,,,
1747900800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",284.7,284.1,1021,84,283.68,286.41,3.6,300,40,,,
1747904400,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",285.27,284.65,1021,81,284.03,286.81,4.12,320,75,,,
1747908000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",287.02,286.37,1021,73,286.25,288.08,3.6,360,75,,,
1747911600,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",287.18,286.47,1021,70,286.25,288.08,2.57,340,75,,,
1747915200,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",288.59,287.94,1021,67,287.36,289.58,3.6,0,75,,,
1747918800,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",288.55,287.92,1021,68,287.36,289.47,4.12,40,75,,,
1747922400,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",288.72,288.11,1021,68,287.92,289.68,4.12,40,75,,,
1747926000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",289.53,288.87,1020,63,287.92,290.14,3.6,30,20,9.26,,
1747929600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",289.16,288.59,1021,68,288.08,289.96,5.14,130,20,,,
1747933200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",289.26,288.68,1021,67,288.08,290.03,5.14,80,20,,,
1747936800,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",288.49,287.86,1021,68,287.36,288.92,4.63,90,20,,,
1747940400,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",287.17,286.46,1021,70,285.7,288.29,3.6,130,20,,,
1747944000,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",286.73,285.95,1021,69,286.14,287.68,4.12,80,20,,,
1747947600,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",285.57,284.75,1021,72,284.75,286.07,4.12,80,20,,,
1747951200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",285.11,284.24,1021,72,284.51,285.51,3.09,150,20,,,
1747954800,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",283.93,283.05,1021,76,283.47,284.75,2.06,150,40,,,
1749942000,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",287.22,287.01,1018,89,286.41,287.68,4.63,260,75,,,
1749945600,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",286.31,286.11,1018,93,285.51,286.68,4.12,230,40,,,
1749949200,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",286.27,286.07,1018,93,285.51,286.68,5.14,240,20,,,
